ip,date,Sent,sicmp,sudp,stcp,sftp,shttp,ssmtp,Received,ricmp,rudp,rtcp,rftp,rhttp,rsmtp
59,1525052050,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525052050,4094,0,229,3865,0,3865,0,8760,0,0,8760,0,8760,0
52,1525052050,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525052050,250,0,250,0,0,0,0,0,0,0,0,0,0,0
70,1525052050,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525052050,4639,0,229,4410,0,4410,0,4968,0,0,4968,0,4968,0
65,1525052651,23322,0,23322,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525052651,714520,63448,73256,577816,0,569666,0,1146514,63736,103575,979203,0,972071,0
255,1525052651,0,0,0,0,0,0,0,33413,0,33413,0,0,0,0
50,1525052651,122648,0,229,122419,0,118549,0,98097,0,0,98097,0,91397,0
250,1525052651,40565,31668,836,8061,0,8061,0,56287,31668,684,23935,0,23935,0
1,1525052651,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
200,1525052651,26596,0,26596,0,0,0,0,62954,0,62954,0,0,0,0
77,1525052651,10300,0,6803,3497,0,153,0,165,0,0,165,0,165,0
166,1525052651,65660,0,7386,58274,0,57806,0,137501,400,6328,130773,0,130341,0
55,1525052651,15560,0,229,15331,0,15331,0,37600,0,0,37600,0,37600,0
251,1525052651,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
53,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525052651,4363,0,229,4134,0,4134,0,10212,0,0,10212,0,10212,0
63,1525052651,463,0,463,0,0,0,0,0,0,0,0,0,0,0
51,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525052651,5995,0,229,5766,0,5766,0,23801,0,0,23801,0,23801,0
52,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525052651,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525052651,4219,0,229,3990,0,3990,0,8863,0,0,8863,0,8863,0
54,1525052651,1525,0,0,1525,0,1525,0,4197,0,0,4197,0,4197,0
65,1525052651,23322,0,23322,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525052651,714520,63448,73256,577816,0,569666,0,1146514,63736,103575,979203,0,972071,0
255,1525052651,0,0,0,0,0,0,0,33413,0,33413,0,0,0,0
50,1525052651,122648,0,229,122419,0,118549,0,98097,0,0,98097,0,91397,0
250,1525052651,40565,31668,836,8061,0,8061,0,56287,31668,684,23935,0,23935,0
1,1525052651,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
200,1525052651,26596,0,26596,0,0,0,0,62954,0,62954,0,0,0,0
77,1525052651,10300,0,6803,3497,0,153,0,165,0,0,165,0,165,0
166,1525052651,65660,0,7386,58274,0,57806,0,137501,400,6328,130773,0,130341,0
55,1525052651,15560,0,229,15331,0,15331,0,37600,0,0,37600,0,37600,0
251,1525052651,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
53,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525052651,4363,0,229,4134,0,4134,0,10212,0,0,10212,0,10212,0
63,1525052651,463,0,463,0,0,0,0,0,0,0,0,0,0,0
51,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525052651,5995,0,229,5766,0,5766,0,23801,0,0,23801,0,23801,0
52,1525052651,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525052651,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525052651,4219,0,229,3990,0,3990,0,8863,0,0,8863,0,8863,0
54,1525052651,1525,0,0,1525,0,1525,0,4197,0,0,4197,0,4197,0
250,1525053252,45931,31696,760,13475,0,13475,0,78765,31696,760,46309,0,46309,0
0.0.0.0,1525053252,426507,63532,68534,294441,0,279703,0,560518,63792,97005,399721,0,385702,0
1,1525053252,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
65,1525053252,31602,0,26928,4674,0,4674,0,4968,0,0,4968,0,4968,0
255,1525053252,0,0,0,0,0,0,0,38171,0,38171,0,0,0,0
200,1525053252,29179,0,24351,4828,0,4828,0,67599,0,57886,9713,0,9713,0
50,1525053252,140553,0,229,140324,0,129766,0,116829,0,0,116829,0,103242,0
166,1525053252,55937,0,229,55708,0,55396,0,70429,0,0,70429,0,69997,0
70,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
251,1525053252,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
77,1525053252,16426,0,6803,9623,0,6379,0,9465,0,0,9465,0,9465,0
55,1525053252,11513,0,1165,10348,0,10348,0,18815,0,0,18815,0,18815,0
53,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525053252,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
69,1525053252,2806,0,0,2806,0,2806,0,4969,0,0,4969,0,4969,0
79,1525053252,862,0,250,612,0,612,0,0,0,0,0,0,0,0
63,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525053252,4167,0,229,3938,0,3938,0,8864,0,0,8864,0,8864,0
59,1525053252,4015,0,229,3786,0,3786,0,8715,0,0,8715,0,8715,0
62,1525053252,765,0,0,765,0,765,0,7158,0,0,7158,0,7158,0
52,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525053252,45931,31696,760,13475,0,13475,0,78765,31696,760,46309,0,46309,0
0.0.0.0,1525053252,426507,63532,68534,294441,0,279703,0,560518,63792,97005,399721,0,385702,0
1,1525053252,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
65,1525053252,31602,0,26928,4674,0,4674,0,4968,0,0,4968,0,4968,0
255,1525053252,0,0,0,0,0,0,0,38171,0,38171,0,0,0,0
200,1525053252,29179,0,24351,4828,0,4828,0,67599,0,57886,9713,0,9713,0
50,1525053252,140553,0,229,140324,0,129766,0,116829,0,0,116829,0,103242,0
166,1525053252,55937,0,229,55708,0,55396,0,70429,0,0,70429,0,69997,0
70,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
251,1525053252,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
77,1525053252,16426,0,6803,9623,0,6379,0,9465,0,0,9465,0,9465,0
55,1525053252,11513,0,1165,10348,0,10348,0,18815,0,0,18815,0,18815,0
53,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525053252,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
69,1525053252,2806,0,0,2806,0,2806,0,4969,0,0,4969,0,4969,0
79,1525053252,862,0,250,612,0,612,0,0,0,0,0,0,0,0
63,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525053252,4167,0,229,3938,0,3938,0,8864,0,0,8864,0,8864,0
59,1525053252,4015,0,229,3786,0,3786,0,8715,0,0,8715,0,8715,0
62,1525053252,765,0,0,765,0,765,0,7158,0,0,7158,0,7158,0
52,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525053252,229,0,229,0,0,0,0,0,0,0,0,0,0,0
77,1525053853,10095,0,6803,3292,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525053853,415950,64104,75970,275876,0,267594,0,749012,64300,135294,549418,0,542102,0
250,1525053853,38632,31752,912,5968,0,5968,0,50556,31752,760,18044,0,18044,0
1,1525053853,31752,31752,0,0,0,0,0,31752,31752,0,0,0,0,0
65,1525053853,24364,0,22014,2350,0,2350,0,4518,0,0,4518,0,4518,0
255,1525053853,0,0,0,0,0,0,0,32557,0,32557,0,0,0,0
50,1525053853,123742,0,229,123513,0,119603,0,139331,0,0,139331,0,132631,0
200,1525053853,35006,0,31756,3250,0,3250,0,107132,0,97840,9292,0,9292,0
166,1525053853,62074,0,3641,58433,0,57821,0,143011,400,2269,140342,0,139726,0
251,1525053853,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525053853,19008,0,229,18779,0,18779,0,36591,0,0,36591,0,36591,0
63,1525053853,463,0,463,0,0,0,0,0,0,0,0,0,0,0
70,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525053853,4187,0,697,3490,0,3490,0,23126,0,0,23126,0,23126,0
53,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525053853,234,0,234,0,0,0,0,0,0,0,0,0,0,0
52,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
77,1525053853,10095,0,6803,3292,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525053853,415950,64104,75970,275876,0,267594,0,749012,64300,135294,549418,0,542102,0
250,1525053853,38632,31752,912,5968,0,5968,0,50556,31752,760,18044,0,18044,0
1,1525053853,31752,31752,0,0,0,0,0,31752,31752,0,0,0,0,0
65,1525053853,24364,0,22014,2350,0,2350,0,4518,0,0,4518,0,4518,0
255,1525053853,0,0,0,0,0,0,0,32557,0,32557,0,0,0,0
50,1525053853,123742,0,229,123513,0,119603,0,139331,0,0,139331,0,132631,0
200,1525053853,35006,0,31756,3250,0,3250,0,107132,0,97840,9292,0,9292,0
166,1525053853,62074,0,3641,58433,0,57821,0,143011,400,2269,140342,0,139726,0
251,1525053853,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525053853,19008,0,229,18779,0,18779,0,36591,0,0,36591,0,36591,0
63,1525053853,463,0,463,0,0,0,0,0,0,0,0,0,0,0
70,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525053853,4187,0,697,3490,0,3490,0,23126,0,0,23126,0,23126,0
53,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525053853,234,0,234,0,0,0,0,0,0,0,0,0,0,0
52,1525053853,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525054454,35800,31696,912,3192,0,3192,0,38205,31696,836,5673,0,5673,0
0.0.0.0,1525054454,735366,63532,78645,593189,0,584587,0,4302289,63792,108414,4130083,0,4123031,0
1,1525054454,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
200,1525054454,33517,0,25280,8237,0,8237,0,81530,0,59790,21740,0,21740,0
190,1525054454,44296,0,229,44067,0,44067,0,166057,0,0,166057,0,166057,0
166,1525054454,56002,0,7386,48616,0,48304,0,58826,0,5885,52941,0,52509,0
77,1525054454,10300,0,6803,3497,0,153,0,165,0,0,165,0,165,0
251,1525054454,4831,0,4831,0,0,0,0,0,0,0,0,0,0,0
255,1525054454,0,0,0,0,0,0,0,37875,0,37875,0,0,0,0
50,1525054454,131412,0,229,131183,0,127313,0,124422,0,0,124422,0,117802,0
65,1525054454,240141,0,27942,212199,0,212199,0,2527187,0,0,2527187,0,2527187,0
55,1525054454,15656,0,229,15427,0,15427,0,36602,0,0,36602,0,36602,0
69,1525054454,82141,0,0,82141,0,82141,0,1102176,0,0,1102176,0,1102176,0
79,1525054454,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525054454,1317,0,229,1088,0,1088,0,4160,0,0,4160,0,4160,0
51,1525054454,5668,0,229,5439,0,5439,0,9164,0,0,9164,0,9164,0
52,1525054454,452,0,0,452,0,0,0,0,0,0,0,0,0,0
62,1525054454,6471,0,0,6471,0,6471,0,28803,0,0,28803,0,28803,0
59,1525054454,4335,0,229,4106,0,4106,0,4968,0,0,4968,0,4968,0
70,1525054454,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525054454,3938,0,0,3938,0,3938,0,8863,0,0,8863,0,8863,0
63,1525054454,463,0,463,0,0,0,0,0,0,0,0,0,0,0
250,1525054454,35800,31696,912,3192,0,3192,0,38205,31696,836,5673,0,5673,0
0.0.0.0,1525054454,735366,63532,78645,593189,0,584587,0,4302289,63792,108414,4130083,0,4123031,0
1,1525054454,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
200,1525054454,33517,0,25280,8237,0,8237,0,81530,0,59790,21740,0,21740,0
190,1525054454,44296,0,229,44067,0,44067,0,166057,0,0,166057,0,166057,0
166,1525054454,56002,0,7386,48616,0,48304,0,58826,0,5885,52941,0,52509,0
77,1525054454,10300,0,6803,3497,0,153,0,165,0,0,165,0,165,0
251,1525054454,4831,0,4831,0,0,0,0,0,0,0,0,0,0,0
255,1525054454,0,0,0,0,0,0,0,37875,0,37875,0,0,0,0
50,1525054454,131412,0,229,131183,0,127313,0,124422,0,0,124422,0,117802,0
65,1525054454,240141,0,27942,212199,0,212199,0,2527187,0,0,2527187,0,2527187,0
55,1525054454,15656,0,229,15427,0,15427,0,36602,0,0,36602,0,36602,0
69,1525054454,82141,0,0,82141,0,82141,0,1102176,0,0,1102176,0,1102176,0
79,1525054454,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525054454,1317,0,229,1088,0,1088,0,4160,0,0,4160,0,4160,0
51,1525054454,5668,0,229,5439,0,5439,0,9164,0,0,9164,0,9164,0
52,1525054454,452,0,0,452,0,0,0,0,0,0,0,0,0,0
62,1525054454,6471,0,0,6471,0,6471,0,28803,0,0,28803,0,28803,0
59,1525054454,4335,0,229,4106,0,4106,0,4968,0,0,4968,0,4968,0
70,1525054454,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525054454,3938,0,0,3938,0,3938,0,8863,0,0,8863,0,8863,0
63,1525054454,463,0,463,0,0,0,0,0,0,0,0,0,0,0
65,1525055055,207239,0,28956,178283,0,178283,0,1988303,0,0,1988303,0,1988303,0
0.0.0.0,1525055055,981764,64672,76257,840835,0,826349,0,3383197,64436,108704,3210057,0,3195323,0
255,1525055055,0,0,0,0,0,0,0,38732,0,38732,0,0,0,0
250,1525055055,46220,31668,836,13716,0,13716,0,64067,31668,760,31639,0,31639,0
1,1525055055,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
251,1525055055,4909,0,4909,0,0,0,0,0,0,0,0,0,0,0
55,1525055055,10099,0,229,9870,0,9870,0,14769,0,0,14769,0,14769,0
200,1525055055,34245,0,27216,7029,0,7029,0,73927,0,65143,8784,0,8784,0
166,1525055055,55799,0,0,55799,0,55331,0,78546,400,0,78146,0,77714,0
77,1525055055,15371,0,6803,8568,0,5224,0,9128,0,0,9128,0,9128,0
50,1525055055,129547,0,0,129547,0,119341,0,103283,0,0,103283,0,88981,0
62,1525055055,4716,0,229,4487,0,4487,0,12086,0,0,12086,0,12086,0
54,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525055055,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525055055,2391,0,229,2162,0,2162,0,4547,0,0,4547,0,4547,0
190,1525055055,74069,0,229,73840,0,73840,0,233046,0,0,233046,0,233046,0
69,1525055055,22712,0,0,22712,0,22712,0,74575,0,0,74575,0,74575,0
59,1525055055,1895,0,229,1666,0,1666,0,4316,0,0,4316,0,4316,0
70,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
65,1525055055,207239,0,28956,178283,0,178283,0,1988303,0,0,1988303,0,1988303,0
0.0.0.0,1525055055,981764,64672,76257,840835,0,826349,0,3383197,64436,108704,3210057,0,3195323,0
255,1525055055,0,0,0,0,0,0,0,38732,0,38732,0,0,0,0
250,1525055055,46220,31668,836,13716,0,13716,0,64067,31668,760,31639,0,31639,0
1,1525055055,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
251,1525055055,4909,0,4909,0,0,0,0,0,0,0,0,0,0,0
55,1525055055,10099,0,229,9870,0,9870,0,14769,0,0,14769,0,14769,0
200,1525055055,34245,0,27216,7029,0,7029,0,73927,0,65143,8784,0,8784,0
166,1525055055,55799,0,0,55799,0,55331,0,78546,400,0,78146,0,77714,0
77,1525055055,15371,0,6803,8568,0,5224,0,9128,0,0,9128,0,9128,0
50,1525055055,129547,0,0,129547,0,119341,0,103283,0,0,103283,0,88981,0
62,1525055055,4716,0,229,4487,0,4487,0,12086,0,0,12086,0,12086,0
54,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525055055,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525055055,2391,0,229,2162,0,2162,0,4547,0,0,4547,0,4547,0
190,1525055055,74069,0,229,73840,0,73840,0,233046,0,0,233046,0,233046,0
69,1525055055,22712,0,0,22712,0,22712,0,74575,0,0,74575,0,74575,0
59,1525055055,1895,0,229,1666,0,1666,0,4316,0,0,4316,0,4316,0
70,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525055055,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525055656,218534,31696,1064,185774,0,185774,0,9376565,31696,912,9343957,0,9343957,0
0.0.0.0,1525055656,842387,69760,75203,697424,0,689322,0,10194831,63792,109137,10021902,0,10014706,0
1,1525055656,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
200,1525055656,30488,0,26398,4090,0,4090,0,70279,0,65311,4968,0,4968,0
166,1525055656,58129,0,229,57900,0,57484,0,86931,0,0,86931,0,86355,0
63,1525055656,463,0,463,0,0,0,0,0,0,0,0,0,0,0
255,1525055656,0,0,0,0,0,0,0,38394,0,38394,0,0,0,0
65,1525055656,28782,0,28782,0,0,0,0,0,0,0,0,0,0,0
50,1525055656,129839,0,229,129610,0,125740,0,105781,0,0,105781,0,99161,0
77,1525055656,9766,0,6574,3192,0,0,0,0,0,0,0,0,0,0
55,1525055656,10224,0,0,10224,0,10224,0,22695,0,0,22695,0,22695,0
251,1525055656,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
190,1525055656,41225,0,0,41225,0,41225,0,165547,0,0,165547,0,165547,0
62,1525055656,2234,0,229,2005,0,2005,0,18970,0,0,18970,0,18970,0
51,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525055656,2658,0,0,2658,0,2658,0,4547,0,0,4547,0,4547,0
54,1525055656,4757,0,229,4528,0,4528,0,8888,0,0,8888,0,8888,0
59,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525055656,218534,31696,1064,185774,0,185774,0,9376565,31696,912,9343957,0,9343957,0
0.0.0.0,1525055656,842387,69760,75203,697424,0,689322,0,10194831,63792,109137,10021902,0,10014706,0
1,1525055656,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
200,1525055656,30488,0,26398,4090,0,4090,0,70279,0,65311,4968,0,4968,0
166,1525055656,58129,0,229,57900,0,57484,0,86931,0,0,86931,0,86355,0
63,1525055656,463,0,463,0,0,0,0,0,0,0,0,0,0,0
255,1525055656,0,0,0,0,0,0,0,38394,0,38394,0,0,0,0
65,1525055656,28782,0,28782,0,0,0,0,0,0,0,0,0,0,0
50,1525055656,129839,0,229,129610,0,125740,0,105781,0,0,105781,0,99161,0
77,1525055656,9766,0,6574,3192,0,0,0,0,0,0,0,0,0,0
55,1525055656,10224,0,0,10224,0,10224,0,22695,0,0,22695,0,22695,0
251,1525055656,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
190,1525055656,41225,0,0,41225,0,41225,0,165547,0,0,165547,0,165547,0
62,1525055656,2234,0,229,2005,0,2005,0,18970,0,0,18970,0,18970,0
51,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525055656,2658,0,0,2658,0,2658,0,4547,0,0,4547,0,4547,0
54,1525055656,4757,0,229,4528,0,4528,0,8888,0,0,8888,0,8888,0
59,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525055656,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525056257,41518,31668,760,9090,0,9090,0,60464,31668,760,28036,0,28036,0
0.0.0.0,1525056257,850819,63476,75032,712311,0,704161,0,5105375,63736,96862,4944777,0,4937725,0
1,1525056257,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
77,1525056257,14789,0,6574,8215,0,4871,0,9259,0,0,9259,0,9259,0
200,1525056257,24979,0,23877,1102,0,1102,0,55897,0,51737,4160,0,4160,0
166,1525056257,66375,0,11483,54892,0,54424,0,87850,400,8703,78747,0,78315,0
50,1525056257,118222,0,229,117993,0,114123,0,96331,0,0,96331,0,89711,0
65,1525056257,410581,0,21546,389035,0,389035,0,4511069,0,0,4511069,0,4511069,0
255,1525056257,0,0,0,0,0,0,0,31408,0,31408,0,0,0,0
55,1525056257,14308,0,229,14079,0,14079,0,28785,0,0,28785,0,28785,0
251,1525056257,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
190,1525056257,383,0,229,154,0,154,0,166,0,0,166,0,166,0
69,1525056257,1666,0,0,1666,0,1666,0,4316,0,0,4316,0,4316,0
63,1525056257,463,0,463,0,0,0,0,0,0,0,0,0,0,0
79,1525056257,554,0,250,304,0,304,0,0,0,0,0,0,0,0
59,1525056257,4235,0,229,4006,0,4006,0,9793,0,0,9793,0,9793,0
51,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525056257,2161,0,229,1932,0,1932,0,18904,0,0,18904,0,18904,0
54,1525056257,4495,0,229,4266,0,4266,0,4968,0,0,4968,0,4968,0
52,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525056257,41518,31668,760,9090,0,9090,0,60464,31668,760,28036,0,28036,0
0.0.0.0,1525056257,850819,63476,75032,712311,0,704161,0,5105375,63736,96862,4944777,0,4937725,0
1,1525056257,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
77,1525056257,14789,0,6574,8215,0,4871,0,9259,0,0,9259,0,9259,0
200,1525056257,24979,0,23877,1102,0,1102,0,55897,0,51737,4160,0,4160,0
166,1525056257,66375,0,11483,54892,0,54424,0,87850,400,8703,78747,0,78315,0
50,1525056257,118222,0,229,117993,0,114123,0,96331,0,0,96331,0,89711,0
65,1525056257,410581,0,21546,389035,0,389035,0,4511069,0,0,4511069,0,4511069,0
255,1525056257,0,0,0,0,0,0,0,31408,0,31408,0,0,0,0
55,1525056257,14308,0,229,14079,0,14079,0,28785,0,0,28785,0,28785,0
251,1525056257,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
190,1525056257,383,0,229,154,0,154,0,166,0,0,166,0,166,0
69,1525056257,1666,0,0,1666,0,1666,0,4316,0,0,4316,0,4316,0
63,1525056257,463,0,463,0,0,0,0,0,0,0,0,0,0,0
79,1525056257,554,0,250,304,0,304,0,0,0,0,0,0,0,0
59,1525056257,4235,0,229,4006,0,4006,0,9793,0,0,9793,0,9793,0
51,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525056257,2161,0,229,1932,0,1932,0,18904,0,0,18904,0,18904,0
54,1525056257,4495,0,229,4266,0,4266,0,4968,0,0,4968,0,4968,0
52,1525056257,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525056858,56528,31696,836,23996,0,23996,0,100813,31696,684,68433,0,68433,0
0.0.0.0,1525056858,416007,63532,59278,293197,0,285047,0,580258,63792,82725,433741,0,426609,0
1,1525056858,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
166,1525056858,53158,0,229,52929,0,52617,0,77534,0,0,77534,0,77102,0
79,1525056858,1218,0,250,968,0,968,0,0,0,0,0,0,0,0
200,1525056858,23672,0,23672,0,0,0,0,52335,0,52335,0,0,0,0
58,1525056858,8162,0,229,7933,0,7933,0,21645,0,0,21645,0,21645,0
77,1525056858,12419,0,6803,5616,0,2272,0,4547,0,0,4547,0,4547,0
50,1525056858,129815,0,229,129586,0,125716,0,104861,0,0,104861,0,98161,0
65,1525056858,20170,0,18504,1666,0,1666,0,4316,0,0,4316,0,4316,0
255,1525056858,0,0,0,0,0,0,0,29518,0,29518,0,0,0,0
251,1525056858,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525056858,10023,0,1165,8858,0,8858,0,18609,0,0,18609,0,18609,0
53,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525056858,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
69,1525056858,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525056858,5061,0,229,4832,0,4832,0,9128,0,0,9128,0,9128,0
59,1525056858,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
62,1525056858,994,0,229,765,0,765,0,7158,0,0,7158,0,7158,0
52,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525056858,56528,31696,836,23996,0,23996,0,100813,31696,684,68433,0,68433,0
0.0.0.0,1525056858,416007,63532,59278,293197,0,285047,0,580258,63792,82725,433741,0,426609,0
1,1525056858,31696,31696,0,0,0,0,0,31696,31696,0,0,0,0,0
166,1525056858,53158,0,229,52929,0,52617,0,77534,0,0,77534,0,77102,0
79,1525056858,1218,0,250,968,0,968,0,0,0,0,0,0,0,0
200,1525056858,23672,0,23672,0,0,0,0,52335,0,52335,0,0,0,0
58,1525056858,8162,0,229,7933,0,7933,0,21645,0,0,21645,0,21645,0
77,1525056858,12419,0,6803,5616,0,2272,0,4547,0,0,4547,0,4547,0
50,1525056858,129815,0,229,129586,0,125716,0,104861,0,0,104861,0,98161,0
65,1525056858,20170,0,18504,1666,0,1666,0,4316,0,0,4316,0,4316,0
255,1525056858,0,0,0,0,0,0,0,29518,0,29518,0,0,0,0
251,1525056858,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525056858,10023,0,1165,8858,0,8858,0,18609,0,0,18609,0,18609,0
53,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525056858,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
69,1525056858,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525056858,5061,0,229,4832,0,4832,0,9128,0,0,9128,0,9128,0
59,1525056858,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
62,1525056858,994,0,229,765,0,765,0,7158,0,0,7158,0,7158,0
52,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525056858,229,0,229,0,0,0,0,0,0,0,0,0,0,0
250,1525057459,70443,31752,760,37931,0,37931,0,68763,31752,760,36251,0,36251,0
0.0.0.0,1525057459,514285,64656,71964,377665,0,369459,0,1065118,64300,100841,899977,0,892781,0
1,1525057459,31752,31752,0,0,0,0,0,31752,31752,0,0,0,0,0
65,1525057459,27854,0,25758,2096,0,2096,0,4547,0,0,4547,0,4547,0
255,1525057459,0,0,0,0,0,0,0,37009,0,37009,0,0,0,0
