ip,date,Sent,sicmp,sudp,stcp,sftp,shttp,ssmtp,Received,ricmp,rudp,rtcp,rftp,rhttp,rsmtp
69,1525076090,9190,0,0,9190,0,9190,0,21913,0,0,21913,0,21913,0
191,1525076090,156,0,0,156,0,156,0,315,0,0,315,0,315,0
190,1525076090,1175,0,229,946,0,866,0,1041,0,0,1041,0,881,0
58,1525076090,3655,0,229,3426,0,3426,0,8707,0,0,8707,0,8707,0
59,1525076090,4875,0,229,4646,0,4646,0,5382,0,0,5382,0,5382,0
51,1525076090,1895,0,229,1666,0,1666,0,4317,0,0,4317,0,4317,0
63,1525076090,463,0,463,0,0,0,0,0,0,0,0,0,0,0
54,1525076090,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
60,1525076090,2633,0,229,2404,0,2404,0,4547,0,0,4547,0,4547,0
62,1525076090,2161,0,229,1932,0,1932,0,18833,0,0,18833,0,18833,0
79,1525076090,250,0,250,0,0,0,0,0,0,0,0,0,0,0
52,1525076090,229,0,229,0,0,0,0,0,0,0,0,0,0,0
166,1525076090,427870,0,112071,315799,0,315487,0,3303964,0,1267843,2036121,0,2035689,0
0.0.0.0,1525076090,15326408,64272,597034,14665102,0,5133857,0,84543323,64740,2698464,81780119,0,61295863,0
255,1525076090,0,0,0,0,0,0,0,184424,0,184424,0,0,0,0
250,1525076090,996055,31836,2333,961886,0,961240,0,39019895,31836,4643,38983416,0,38982627,0
1,1525076090,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
65,1525076090,29268,0,29268,0,0,0,0,0,0,0,0,0,0,0
77,1525076090,9188,0,5691,3497,0,153,0,165,0,0,165,0,165,0
200,1525076090,56149,0,56069,80,0,80,0,132542,0,132502,40,0,40,0
251,1525076090,4831,0,4831,0,0,0,0,0,0,0,0,0,0,0
55,1525076090,13788,0,229,13559,0,13559,0,31454,0,0,31454,0,31454,0
50,1525076090,140320,0,229,140091,0,136221,0,204412,0,0,204412,0,197792,0
69,1525076090,9190,0,0,9190,0,9190,0,21913,0,0,21913,0,21913,0
191,1525076090,156,0,0,156,0,156,0,315,0,0,315,0,315,0
190,1525076090,1175,0,229,946,0,866,0,1041,0,0,1041,0,881,0
58,1525076090,3655,0,229,3426,0,3426,0,8707,0,0,8707,0,8707,0
59,1525076090,4875,0,229,4646,0,4646,0,5382,0,0,5382,0,5382,0
51,1525076090,1895,0,229,1666,0,1666,0,4317,0,0,4317,0,4317,0
63,1525076090,463,0,463,0,0,0,0,0,0,0,0,0,0,0
54,1525076090,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
60,1525076090,2633,0,229,2404,0,2404,0,4547,0,0,4547,0,4547,0
62,1525076090,2161,0,229,1932,0,1932,0,18833,0,0,18833,0,18833,0
79,1525076090,250,0,250,0,0,0,0,0,0,0,0,0,0,0
52,1525076090,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525076691,10639916,63672,410171,10166073,0,3829990,0,46038448,64172,984482,44989794,0,31501367,0
250,1525076691,72359,31780,7485,33094,0,32561,0,128012,31780,9823,86409,0,85733,0
1,1525076691,31780,31780,0,0,0,0,0,31780,31780,0,0,0,0,0
65,1525076691,36242,0,29736,6506,0,6506,0,9309,0,0,9309,0,9309,0
255,1525076691,0,0,0,0,0,0,0,191412,0,191412,0,0,0,0
251,1525076691,4909,0,4909,0,0,0,0,0,0,0,0,0,0,0
200,1525076691,44982,0,44982,0,0,0,0,96226,0,96226,0,0,0,0
77,1525076691,13215,0,5797,7418,0,4122,0,4968,0,0,4968,0,4968,0
50,1525076691,124285,0,0,124285,0,120237,0,316861,0,0,316861,0,305934,0
166,1525076691,375142,0,99615,275527,0,275111,0,3637365,0,614714,3022651,0,3022075,0
55,1525076691,10537,0,229,10308,0,10308,0,18815,0,0,18815,0,18815,0
62,1525076691,6856,0,229,6627,0,6627,0,21706,0,0,21706,0,21706,0
54,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525076691,35275,0,0,35275,0,35275,0,35136,0,0,35136,0,35136,0
191,1525076691,4527,0,0,4527,0,4527,0,10964,0,0,10964,0,10964,0
58,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525076691,1755,0,229,1526,0,1526,0,4196,0,0,4196,0,4196,0
190,1525076691,6052,0,229,5823,0,5823,0,9164,0,0,9164,0,9164,0
51,1525076691,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525076691,463,0,463,0,0,0,0,0,0,0,0,0,0,0
70,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525076691,250,0,250,0,0,0,0,0,0,0,0,0,0,0
60,1525076691,382,0,229,153,0,153,0,165,0,0,165,0,165,0
0.0.0.0,1525076691,10639916,63672,410171,10166073,0,3829990,0,46038448,64172,984482,44989794,0,31501367,0
250,1525076691,72359,31780,7485,33094,0,32561,0,128012,31780,9823,86409,0,85733,0
1,1525076691,31780,31780,0,0,0,0,0,31780,31780,0,0,0,0,0
65,1525076691,36242,0,29736,6506,0,6506,0,9309,0,0,9309,0,9309,0
255,1525076691,0,0,0,0,0,0,0,191412,0,191412,0,0,0,0
251,1525076691,4909,0,4909,0,0,0,0,0,0,0,0,0,0,0
200,1525076691,44982,0,44982,0,0,0,0,96226,0,96226,0,0,0,0
77,1525076691,13215,0,5797,7418,0,4122,0,4968,0,0,4968,0,4968,0
50,1525076691,124285,0,0,124285,0,120237,0,316861,0,0,316861,0,305934,0
166,1525076691,375142,0,99615,275527,0,275111,0,3637365,0,614714,3022651,0,3022075,0
55,1525076691,10537,0,229,10308,0,10308,0,18815,0,0,18815,0,18815,0
62,1525076691,6856,0,229,6627,0,6627,0,21706,0,0,21706,0,21706,0
54,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525076691,35275,0,0,35275,0,35275,0,35136,0,0,35136,0,35136,0
191,1525076691,4527,0,0,4527,0,4527,0,10964,0,0,10964,0,10964,0
58,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525076691,1755,0,229,1526,0,1526,0,4196,0,0,4196,0,4196,0
190,1525076691,6052,0,229,5823,0,5823,0,9164,0,0,9164,0,9164,0
51,1525076691,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525076691,463,0,463,0,0,0,0,0,0,0,0,0,0,0
70,1525076691,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525076691,250,0,250,0,0,0,0,0,0,0,0,0,0,0
60,1525076691,382,0,229,153,0,153,0,165,0,0,165,0,165,0
0.0.0.0,1525077292,5408290,70636,397240,4940414,0,3904962,0,47619479,64588,685546,46869345,0,38519067,0
255,1525077292,0,0,0,0,0,0,0,160262,0,160262,0,0,0,0
250,1525077292,215967,31752,6756,177459,0,176854,0,9392192,31752,9179,9351261,0,9350524,0
1,1525077292,31752,31752,0,0,0,0,0,31752,31752,0,0,0,0,0
166,1525077292,237102,0,63128,173974,0,173662,0,632956,0,153515,479441,0,479009,0
77,1525077292,11217,0,5691,5526,0,2286,0,4655,0,0,4655,0,4655,0
50,1525077292,142233,0,229,142004,0,135578,0,281091,0,0,281091,0,100664,0
200,1525077292,50273,0,45146,5127,0,5127,0,97241,0,87950,9291,0,9291,0
55,1525077292,12360,0,229,12131,0,12131,0,27091,0,0,27091,0,27091,0
52,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
65,1525077292,28548,0,28548,0,0,0,0,0,0,0,0,0,0,0
251,1525077292,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
62,1525077292,2234,0,229,2005,0,2005,0,18970,0,0,18970,0,18970,0
54,1525077292,2613,0,229,2384,0,2384,0,4341,0,0,4341,0,4341,0
53,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525077292,26691,0,0,26691,0,26691,0,26389,0,0,26389,0,26389,0
63,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525077292,4358,0,0,4358,0,4358,0,5608,0,0,5608,0,5608,0
51,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525077292,5408290,70636,397240,4940414,0,3904962,0,47619479,64588,685546,46869345,0,38519067,0
255,1525077292,0,0,0,0,0,0,0,160262,0,160262,0,0,0,0
250,1525077292,215967,31752,6756,177459,0,176854,0,9392192,31752,9179,9351261,0,9350524,0
1,1525077292,31752,31752,0,0,0,0,0,31752,31752,0,0,0,0,0
166,1525077292,237102,0,63128,173974,0,173662,0,632956,0,153515,479441,0,479009,0
77,1525077292,11217,0,5691,5526,0,2286,0,4655,0,0,4655,0,4655,0
50,1525077292,142233,0,229,142004,0,135578,0,281091,0,0,281091,0,100664,0
200,1525077292,50273,0,45146,5127,0,5127,0,97241,0,87950,9291,0,9291,0
55,1525077292,12360,0,229,12131,0,12131,0,27091,0,0,27091,0,27091,0
52,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
65,1525077292,28548,0,28548,0,0,0,0,0,0,0,0,0,0,0
251,1525077292,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
62,1525077292,2234,0,229,2005,0,2005,0,18970,0,0,18970,0,18970,0
54,1525077292,2613,0,229,2384,0,2384,0,4341,0,0,4341,0,4341,0
53,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525077292,26691,0,0,26691,0,26691,0,26389,0,0,26389,0,26389,0
63,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525077292,4358,0,0,4358,0,4358,0,5608,0,0,5608,0,5608,0
51,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525077292,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525077893,19091711,65760,555083,18470868,0,13434024,35600,841305990,64968,1931259,839309763,0,823381916,4866224
166,1525077893,435344,0,130909,304435,0,304123,0,3985339,0,714055,3271284,0,3270852,0
255,1525077893,0,0,0,0,0,0,0,182959,0,182959,0,0,0,0
250,1525077893,10054911,32088,5702,10017121,0,10016475,35600,790551260,32088,9502,790509670,0,790508881,4866224
1,1525077893,32088,32088,0,0,0,0,0,32088,32088,0,0,0,0,0
50,1525077893,125539,0,229,125310,0,121440,0,101260,0,0,101260,0,94400,0
200,1525077893,65745,0,65665,80,0,80,0,166148,0,166108,40,0,40,0
65,1525077893,28878,0,28878,0,0,0,0,0,0,0,0,0,0,0
55,1525077893,10380,0,229,10151,0,10151,0,22804,0,0,22804,0,22804,0
77,1525077893,11179,0,5691,5488,0,2144,0,4547,0,0,4547,0,4547,0
191,1525077893,156,0,0,156,0,156,0,315,0,0,315,0,315,0
251,1525077893,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
79,1525077893,3798,0,250,3548,0,3548,0,5772,0,0,5772,0,5772,0
51,1525077893,1525,0,0,1525,0,1525,0,4196,0,0,4196,0,4196,0
69,1525077893,63682,0,0,63682,0,63682,0,82794,0,0,82794,0,82794,0
60,1525077893,2633,0,229,2404,0,2404,0,4547,0,0,4547,0,4547,0
190,1525077893,37234,0,229,37005,0,37005,0,94669,0,0,94669,0,94669,0
52,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525077893,1865,0,229,1636,0,1636,0,4582,0,0,4582,0,4582,0
54,1525077893,6004,0,229,5775,0,5775,0,9165,0,0,9165,0,9165,0
63,1525077893,234,0,234,0,0,0,0,0,0,0,0,0,0,0
53,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525077893,1932,0,0,1932,0,1932,0,18833,0,0,18833,0,18833,0
58,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525077893,19091711,65760,555083,18470868,0,13434024,35600,841305990,64968,1931259,839309763,0,823381916,4866224
166,1525077893,435344,0,130909,304435,0,304123,0,3985339,0,714055,3271284,0,3270852,0
255,1525077893,0,0,0,0,0,0,0,182959,0,182959,0,0,0,0
250,1525077893,10054911,32088,5702,10017121,0,10016475,35600,790551260,32088,9502,790509670,0,790508881,4866224
1,1525077893,32088,32088,0,0,0,0,0,32088,32088,0,0,0,0,0
50,1525077893,125539,0,229,125310,0,121440,0,101260,0,0,101260,0,94400,0
200,1525077893,65745,0,65665,80,0,80,0,166148,0,166108,40,0,40,0
65,1525077893,28878,0,28878,0,0,0,0,0,0,0,0,0,0,0
55,1525077893,10380,0,229,10151,0,10151,0,22804,0,0,22804,0,22804,0
77,1525077893,11179,0,5691,5488,0,2144,0,4547,0,0,4547,0,4547,0
191,1525077893,156,0,0,156,0,156,0,315,0,0,315,0,315,0
251,1525077893,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
79,1525077893,3798,0,250,3548,0,3548,0,5772,0,0,5772,0,5772,0
51,1525077893,1525,0,0,1525,0,1525,0,4196,0,0,4196,0,4196,0
69,1525077893,63682,0,0,63682,0,63682,0,82794,0,0,82794,0,82794,0
60,1525077893,2633,0,229,2404,0,2404,0,4547,0,0,4547,0,4547,0
190,1525077893,37234,0,229,37005,0,37005,0,94669,0,0,94669,0,94669,0
52,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525077893,1865,0,229,1636,0,1636,0,4582,0,0,4582,0,4582,0
54,1525077893,6004,0,229,5775,0,5775,0,9165,0,0,9165,0,9165,0
63,1525077893,234,0,234,0,0,0,0,0,0,0,0,0,0,0
53,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525077893,1932,0,0,1932,0,1932,0,18833,0,0,18833,0,18833,0
58,1525077893,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525078494,12238385,71420,391968,11774997,0,5770383,0,72186039,65072,838854,71282113,0,67825416,0
255,1525078494,0,0,0,0,0,0,0,176552,0,176552,0,0,0,0
65,1525078494,23990,0,19596,4394,0,4394,0,4968,0,0,4968,0,4968,0
250,1525078494,974664,32144,6225,936295,0,935762,0,36066340,32144,10209,36023987,0,36023311,0
1,1525078494,33836,32144,1692,0,0,0,0,32397,32144,253,0,0,0,0
200,1525078494,49707,0,49707,0,0,0,0,112520,0,112520,0,0,0,0
50,1525078494,156538,0,229,156309,0,130812,0,194938,0,0,194938,0,104776,0
166,1525078494,107127,0,3641,103486,0,102186,0,133024,0,2338,130686,0,130110,0
55,1525078494,10343,0,1165,9178,0,9178,0,18649,0,0,18649,0,18649,0
77,1525078494,11259,0,5691,5568,0,2272,0,4547,0,0,4547,0,4547,0
79,1525078494,454,0,250,204,0,204,0,0,0,0,0,0,0,0
69,1525078494,80,0,0,80,0,80,0,80,0,0,80,0,80,0
51,1525078494,3603,0,229,3374,0,3374,0,8707,0,0,8707,0,8707,0
251,1525078494,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
70,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525078494,5436,0,229,5207,0,5207,0,12086,0,0,12086,0,12086,0
191,1525078494,6549,0,0,6549,0,6549,0,13374,0,0,13374,0,13374,0
59,1525078494,5550,0,0,5550,0,5550,0,14286,0,0,14286,0,14286,0
60,1525078494,382,0,229,153,0,153,0,165,0,0,165,0,165,0
190,1525078494,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
52,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525078494,3240,0,1025,2215,0,2215,0,4582,0,0,4582,0,4582,0
58,1525078494,450,0,450,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525078494,12238385,71420,391968,11774997,0,5770383,0,72186039,65072,838854,71282113,0,67825416,0
255,1525078494,0,0,0,0,0,0,0,176552,0,176552,0,0,0,0
65,1525078494,23990,0,19596,4394,0,4394,0,4968,0,0,4968,0,4968,0
250,1525078494,974664,32144,6225,936295,0,935762,0,36066340,32144,10209,36023987,0,36023311,0
1,1525078494,33836,32144,1692,0,0,0,0,32397,32144,253,0,0,0,0
200,1525078494,49707,0,49707,0,0,0,0,112520,0,112520,0,0,0,0
50,1525078494,156538,0,229,156309,0,130812,0,194938,0,0,194938,0,104776,0
166,1525078494,107127,0,3641,103486,0,102186,0,133024,0,2338,130686,0,130110,0
55,1525078494,10343,0,1165,9178,0,9178,0,18649,0,0,18649,0,18649,0
77,1525078494,11259,0,5691,5568,0,2272,0,4547,0,0,4547,0,4547,0
79,1525078494,454,0,250,204,0,204,0,0,0,0,0,0,0,0
69,1525078494,80,0,0,80,0,80,0,80,0,0,80,0,80,0
51,1525078494,3603,0,229,3374,0,3374,0,8707,0,0,8707,0,8707,0
251,1525078494,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
70,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525078494,5436,0,229,5207,0,5207,0,12086,0,0,12086,0,12086,0
191,1525078494,6549,0,0,6549,0,6549,0,13374,0,0,13374,0,13374,0
59,1525078494,5550,0,0,5550,0,5550,0,14286,0,0,14286,0,14286,0
60,1525078494,382,0,229,153,0,153,0,165,0,0,165,0,165,0
190,1525078494,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
52,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525078494,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525078494,3240,0,1025,2215,0,2215,0,4582,0,0,4582,0,4582,0
58,1525078494,450,0,450,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525079095,24163459,67448,385965,23710046,0,6544067,0,109632897,65876,924037,108642984,0,106748523,0
50,1525079095,134881,0,229,134652,0,130404,0,128908,0,0,128908,0,103403,0
255,1525079095,0,0,0,0,0,0,0,161574,0,161574,0,0,0,0
250,1525079095,341402,31920,7409,302073,0,301468,0,425486,31920,9230,384336,0,383599,0
1,1525079095,31920,31920,0,0,0,0,0,31920,31920,0,0,0,0,0
200,1525079095,60925,0,58653,2272,0,2272,0,146557,0,142010,4547,0,4547,0
77,1525079095,10432,0,5462,4970,0,1678,0,4361,0,0,4361,0,4361,0
166,1525079095,220766,0,46325,174441,0,173921,0,1543334,0,217732,1325602,0,1325170,0
55,1525079095,11152,0,0,11152,0,11152,0,22735,0,0,22735,0,22735,0
65,1525079095,24588,0,24588,0,0,0,0,0,0,0,0,0,0,0
251,1525079095,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
191,1525079095,3260,0,0,3260,0,3260,0,2689,0,0,2689,0,2689,0
62,1525079095,5086,0,697,4389,0,4389,0,23311,0,0,23311,0,23311,0
60,1525079095,328948,460,9227,319261,0,319261,0,1107185,396,5533,1101256,0,1101256,0
79,1525079095,3415,0,250,3165,0,3165,0,5398,0,0,5398,0,5398,0
58,1525079095,2338,0,0,2338,0,2338,0,4547,0,0,4547,0,4547,0
190,1525079095,65863,0,229,65634,0,4782,0,19887,0,0,19887,0,16805,0
70,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525079095,4786,0,234,4552,0,4552,0,13444,0,0,13444,0,13444,0
59,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525079095,24163459,67448,385965,23710046,0,6544067,0,109632897,65876,924037,108642984,0,106748523,0
50,1525079095,134881,0,229,134652,0,130404,0,128908,0,0,128908,0,103403,0
255,1525079095,0,0,0,0,0,0,0,161574,0,161574,0,0,0,0
250,1525079095,341402,31920,7409,302073,0,301468,0,425486,31920,9230,384336,0,383599,0
1,1525079095,31920,31920,0,0,0,0,0,31920,31920,0,0,0,0,0
200,1525079095,60925,0,58653,2272,0,2272,0,146557,0,142010,4547,0,4547,0
77,1525079095,10432,0,5462,4970,0,1678,0,4361,0,0,4361,0,4361,0
166,1525079095,220766,0,46325,174441,0,173921,0,1543334,0,217732,1325602,0,1325170,0
55,1525079095,11152,0,0,11152,0,11152,0,22735,0,0,22735,0,22735,0
65,1525079095,24588,0,24588,0,0,0,0,0,0,0,0,0,0,0
251,1525079095,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
191,1525079095,3260,0,0,3260,0,3260,0,2689,0,0,2689,0,2689,0
62,1525079095,5086,0,697,4389,0,4389,0,23311,0,0,23311,0,23311,0
60,1525079095,328948,460,9227,319261,0,319261,0,1107185,396,5533,1101256,0,1101256,0
79,1525079095,3415,0,250,3165,0,3165,0,5398,0,0,5398,0,5398,0
58,1525079095,2338,0,0,2338,0,2338,0,4547,0,0,4547,0,4547,0
190,1525079095,65863,0,229,65634,0,4782,0,19887,0,0,19887,0,16805,0
70,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525079095,4786,0,234,4552,0,4552,0,13444,0,0,13444,0,13444,0
59,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525079095,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525079696,14599975,65048,467897,14067030,0,6574033,0,40741456,64292,1558760,39118404,0,37328006,0
250,1525079696,508521,31948,9329,467244,0,466598,0,2113769,31948,10364,2071457,0,2070668,0
1,1525079696,31948,31948,0,0,0,0,0,31948,31948,0,0,0,0,0
255,1525079696,0,0,0,0,0,0,0,172644,0,172644,0,0,0,0
166,1525079696,249105,0,18125,230980,0,230668,0,1061753,0,12965,1048788,0,1048356,0
77,1525079696,8983,0,5691,3292,0,0,0,0,0,0,0,0,0,0
200,1525079696,64502,0,60384,4118,0,4118,0,138877,0,137757,1120,0,1120,0
55,1525079696,13416,0,229,13187,0,13187,0,32679,0,0,32679,0,32679,0
69,1525079696,1666,0,0,1666,0,1666,0,4316,0,0,4316,0,4316,0
63,1525079696,463,0,463,0,0,0,0,0,0,0,0,0,0,0
191,1525079696,156,0,0,156,0,156,0,315,0,0,315,0,315,0
50,1525079696,133467,0,229,133238,0,129368,0,224771,0,0,224771,0,218111,0
60,1525079696,675815,0,17592,658223,0,654940,0,3673041,0,10908,3662133,0,3655971,0
251,1525079696,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
65,1525079696,19234,0,17568,1666,0,1666,0,4316,0,0,4316,0,4316,0
58,1525079696,2567,0,229,2338,0,2338,0,4547,0,0,4547,0,4547,0
190,1525079696,2938,0,0,2938,0,2938,0,4784,0,0,4784,0,4784,0
54,1525079696,4167,0,229,3938,0,3938,0,8863,0,0,8863,0,8863,0
70,1525079696,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525079696,1892,0,0,1892,0,1892,0,18833,0,0,18833,0,18833,0
59,1525079696,4815,0,229,4586,0,4586,0,4968,0,0,4968,0,4968,0
52,1525079696,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525079696,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525079696,14599975,65048,467897,14067030,0,6574033,0,40741456,64292,1558760,39118404,0,37328006,0
250,1525079696,508521,31948,9329,467244,0,466598,0,2113769,31948,10364,2071457,0,2070668,0
1,1525079696,31948,31948,0,0,0,0,0,31948,31948,0,0,0,0,0
255,1525079696,0,0,0,0,0,0,0,172644,0,172644,0,0,0,0
166,1525079696,249105,0,18125,230980,0,230668,0,1061753,0,12965,1048788,0,1048356,0
77,1525079696,8983,0,5691,3292,0,0,0,0,0,0,0,0,0,0
200,1525079696,64502,0,60384,4118,0,4118,0,138877,0,137757,1120,0,1120,0
55,1525079696,13416,0,229,13187,0,13187,0,32679,0,0,32679,0,32679,0
69,1525079696,1666,0,0,1666,0,1666,0,4316,0,0,4316,0,4316,0
63,1525079696,463,0,463,0,0,0,0,0,0,0,0,0,0,0
191,1525079696,156,0,0,156,0,156,0,315,0,0,315,0,315,0
50,1525079696,133467,0,229,133238,0,129368,0,224771,0,0,224771,0,218111,0
60,1525079696,675815,0,17592,658223,0,654940,0,3673041,0,10908,3662133,0,3655971,0
251,1525079696,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
65,1525079696,19234,0,17568,1666,0,1666,0,4316,0,0,4316,0,4316,0
58,1525079696,2567,0,229,2338,0,2338,0,4547,0,0,4547,0,4547,0
190,1525079696,2938,0,0,2938,0,2938,0,4784,0,0,4784,0,4784,0
54,1525079696,4167,0,229,3938,0,3938,0,8863,0,0,8863,0,8863,0
70,1525079696,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525079696,1892,0,0,1892,0,1892,0,18833,0,0,18833,0,18833,0
59,1525079696,4815,0,229,4586,0,4586,0,4968,0,0,4968,0,4968,0
52,1525079696,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525079696,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525080297,14134023,63476,414698,13655849,0,4918529,0,47284060,63336,2381436,44839288,0,43039254,0
255,1525080297,0,0,0,0,0,0,0,170189,0,170189,0,0,0,0
250,1525080297,50809,31668,912,18229,0,17696,0,120970,31668,836,88466,0,87790,0
1,1525080297,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
200,1525080297,41422,0,41422,0,0,0,0,89311,0,89311,0,0,0,0
166,1525080297,99737,0,895,98842,0,95593,0,168453,0,0,168453,0,165455,0
55,1525080297,9487,0,229,9258,0,9258,0,18649,0,0,18649,0,18649,0
77,1525080297,13157,0,5691,7466,0,4122,0,4968,0,0,4968,0,4968,0
50,1525080297,150082,0,0,150082,0,143118,0,351327,0,0,351327,0,138500,0
65,1525080297,27732,0,23322,4410,0,4410,0,4968,0,0,4968,0,4968,0
251,1525080297,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
51,1525080297,3041,0,229,2812,0,2812,0,4961,0,0,4961,0,4961,0
60,1525080297,50423,0,6497,43926,0,43614,0,128397,0,5081,123316,0,122884,0
53,1525080297,229,0,229,0,0,0,0,0,0,0,0,0,0,0
62,1525080297,4852,0,229,4623,0,4623,0,15981,0,0,15981,0,15981,0
190,1525080297,4815,0,229,4586,0,4586,0,4968,0,0,4968,0,4968,0
69,1525080297,3802,0,0,3802,0,3802,0,4968,0,0,4968,0,4968,0
191,1525080297,4458,0,0,4458,0,4458,0,10784,0,0,10784,0,10784,0
63,1525080297,463,0,463,0,0,0,0,0,0,0,0,0,0,0
58,1525080297,229,0,229,0,0,0,0,0,0,0,0,0,0,0
54,1525080297,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525080297,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525080297,1743,0,229,1514,0,1514,0,4168,0,0,4168,0,4168,0
0.0.0.0,1525080297,14134023,63476,414698,13655849,0,4918529,0,47284060,63336,2381436,44839288,0,43039254,0
255,1525080297,0,0,0,0,0,0,0,170189,0,170189,0,0,0,0
250,1525080297,50809,31668,912,18229,0,17696,0,120970,31668,836,88466,0,87790,0
1,1525080297,31668,31668,0,0,0,0,0,31668,31668,0,0,0,0,0
200,1525080297,41422,0,41422,0,0,0,0,89311,0,89311,0,0,0,0
166,1525080297,99737,0,895,98842,0,95593,0,168453,0,0,168453,0,165455,0
